month_end,trade_date,next_trade_date,D10,LS,turnover_D10,turnover_LS,turnover_LS_reconst,turnover_LS_reweight,CDI,BOVA11,LS_pre_overlay,beta_est,hedge_ratio,vt_scale,LS_vt,LS_pre_vt
2010-06-30,2010-07-01,2010-08-02,0.10595142581132122,0.013076423081423594,0.0,0.0,0.0,0.0,0.008610622664495526,0.1338932806324109,0.013076423081423594,0.0,0.0,1.0,0.013076423081423594,0.013076423081423594
2010-07-30,2010-08-02,2010-09-01,-0.2811232059742411,-0.12340990880130494,0.16666666666666666,0.25,0.16666666666666666,0.08333333333333331,0.008862278042468974,-0.06027596223674647,-0.12340990880130494,0.0,0.0,1.0,-0.12340990880130494,-0.12340990880130494
2010-08-31,2010-09-01,2010-10-01,0.045911430719311565,0.0033895937868231273,0.16666666666666666,0.6611111111111111,0.42777777777777776,0.23333333333333336,0.00844600472113366,0.06646058732612059,0.0033895937868231273,0.0,0.0,1.0,0.0033895937868231273,0.0033895937868231273
2010-09-30,2010-10-01,2010-11-01,0.035368195356744264,0.011231413352788787,0.39999999999999997,0.6444444444444445,0.4611111111111111,0.18333333333333335,0.00805664196708844,0.020289855072463947,0.011231413352788787,0.0,0.0,1.0,0.011231413352788787,0.011231413352788787
2010-10-29,2010-11-01,2010-12-01,0.024457663309826554,0.008718778996730936,0.4444444444444444,0.42222222222222244,0.26666666666666666,0.15555555555555575,0.00805628538097003,-0.03451704545454559,0.008718778996730936,0.0,0.0,1.0,0.008718778996730936,0.008718778996730936
2010-11-30,2010-12-01,2011-01-03,0.005796137891449002,-0.0071913535508212265,0.26666666666666666,0.24444444444444446,0.1638888888888889,0.08055555555555555,0.009271505547568726,0.01515374429895533,-0.0071913535508212265,0.0,0.0,1.0,-0.0071913535508212265,-0.0071913535508212265
2010-12-30,2011-01-03,2011-02-01,-0.020014887317543154,0.007563232324224582,0.26666666666666666,0.5,0.3166666666666667,0.18333333333333332,0.008623965390338384,-0.030724637681159517,0.001514877164783753,0.19685684245349805,-0.19685684245349805,1.0,0.007563232324224582,0.007563232324224582
2011-01-31,2011-02-01,2011-03-01,-0.01505952354428102,-0.008525065664919802,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.008425009434362085,-0.0011961722488037507,-0.008698524979416747,0.14501198691945552,-0.14501198691945552,1.0,-0.008525065664919802,-0.008525065664919802
2011-02-28,2011-03-01,2011-04-01,-0.0005830028360301898,-0.023372430871929764,0.4444444444444446,0.4111111111111112,0.2333333333333333,0.1777777777777779,0.009206833909138457,0.017964071856287456,-0.020765562360275474,0.14511568048208853,-0.14511568048208853,1.0,-0.023372430871929764,-0.023372430871929764
2011-03-31,2011-04-01,2011-05-02,0.027342717466960847,0.030322426354388695,0.13333333333333333,0.2888888888888889,0.1777777777777778,0.1111111111111111,0.008396233613529702,-0.03676470588235292,0.025654189895128746,0.12697603169187066,-0.12697603169187066,1.0,0.030322426354388695,0.030322426354388695
2011-04-29,2011-05-02,2011-06-01,0.02089984424616421,0.016679004318410847,0.3333333333333333,0.2761904761904762,0.20476190476190478,0.07142857142857142,0.009853034390991944,-0.029312977099236637,0.012956958809275096,0.00454517443946304,-0.12697603169187066,1.0,0.016679004318410847,0.016679004318410847
2011-05-31,2011-06-01,2011-07-01,-0.012526133271436346,0.012805864155548354,0.3333333333333333,0.22857142857142856,0.20873015873015874,0.019841269841269844,0.009535252207044431,-0.0301981755268953,0.013917124003552736,-0.023129402925106034,-0.12697603169187066,0.7213933888840833,0.012805864155548354,0.017751568496292468
2011-06-30,2011-07-01,2011-08-01,-0.053012276381115005,-0.013964160288673257,0.1904761904761905,0.3571428571428572,0.20634920634920637,0.15079365079365084,0.009675260632866944,-0.05124878365228669,-0.02513745136202659,-0.04337018043735544,-0.12697603169187066,0.7495489633937564,-0.013964160288673257,-0.018630084184824015
2011-07-29,2011-08-01,2011-09-01,-0.021433411749193026,-0.012802443583708228,0.11111111111111112,0.0476190476190477,0.023809523809523808,0.02380952380952389,0.010704896208957981,-0.029401709401709386,-0.020194137152254273,0.054589178025654356,-0.12697603169187066,0.777752255100263,-0.012802443583708228,-0.01646082476746765
2011-08-31,2011-09-01,2011-10-03,-0.05043152942058626,0.015611086522425384,0.11111111111111112,0.1587301587301588,0.10714285714285715,0.05158730158730166,0.009398254167376052,-0.09915463191264529,0.007090111165297658,0.06702910959896252,-0.12697603169187066,0.7932312381406315,0.015611086522425384,0.019680372849433476
2011-09-30,2011-10-03,2011-11-01,-0.013688839509877463,-0.02865755832494454,0.09523809523809523,0.14285714285714293,0.09523809523809525,0.04761904761904768,0.008789482465142662,0.08856304985337249,-0.024502396666254783,-0.0253534811058951,-0.12697603169187066,0.8016597755124719,-0.02865755832494454,-0.03574778129116533
2011-10-31,2011-11-01,2011-12-01,-0.06484884206354362,-0.03971994129332652,0.1111111111111111,0.13888888888888898,0.09722222222222222,0.04166666666666676,0.008567424211848751,0.025502873563218342,-0.0468906403512479,-0.06439725403884299,-0.12697603169187066,0.7923562260747903,-0.03971994129332652,-0.050128894033044887
2011-11-30,2011-12-01,2012-01-02,-0.03220750271780223,0.04811254571901204,0.1111111111111111,0.19246031746031753,0.12400793650793651,0.068452380952381,0.009047373489255106,-0.010332749562171673,0.0645499282854952,-0.09616469234375638,-0.12697603169187066,0.7305060532608892,0.04811254571901204,0.06586193982136568
2011-12-29,2012-01-02,2012-02-01,0.08081133323791428,0.0057028312451726584,0.0,0.3015873015873016,0.20634920634920637,0.09523809523809527,0.00883164575843809,0.10953813484339059,0.021516788505002032,-0.11001611347603661,-0.12697603169187066,0.749576519114179,0.0057028312451726584,0.007608070823659267
2012-01-31,2012-02-01,2012-03-01,0.07587751692413082,-0.01918397065529249,0.09523809523809523,0.180952380952381,0.15714285714285717,0.023809523809523846,0.007414836145679615,0.0389154704944179,-0.020160304410101124,-0.00872772149578966,-0.12697603169187066,0.7642517934113356,-0.01918397065529249,-0.02510163642490439
